"Address","Price","Beds","Baths","SQFT","Lat","Lon","Pets","Desc","Link","Scrape_Date","Scrape_Zip"
"300 Harrison Ave, Boston, MA 02118","3250","1","1","739","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","3622","1","1","850","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","3575","1","1","820","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","3073","1","1","711","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","3045","1","1","737","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","3115","1","1","687","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4403","2","2","1107","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4511","2","2","1107","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4000","2","2","929","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4128","2","2","1013","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4263","2","2","1098","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4268","2","2","1056","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4678","2","2","1094","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4451","2","2","1182","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4589","2","2","1063","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4970","3","2","1317","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"300 Harrison Ave, Boston, MA 02118","4974","3","2","1426","42.34595","-71.06189","Cats Allowed; Dogs Allowed","Ink Block offers you a service and amenity package like no other! A 24 hr concierge will serve your every need from package acceptance, to car detailing, apt cleaning to dry cleaning. In addition to exclusive direct covered access to Boston's newest Whole Foods Market, we will also offer grocery delivery right to your front door. You are going to love our skyline pool & outdoor entertainment lounge, our fully equipped fitness ctr with personalized digital training, complimentary WIFI in all common areas. The remarkable location will put you within walking distance to everything Boston's South End has to offer- from nightlife & galleries to parks & live music. The connected underground pkg, onsite Zip Car, Hubway bike station & immediate access to I90/I93 make getting around our city easy.",1,2018-11-09 14:59:31,1
"45 East Newton St, Boston, MA 02118","2625","Studio","1","518","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","2960","1","1","775","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","2525","1","1","667","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","2565","1","1","673","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","2765","1","1","729","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","3335","2","2","1021","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","3400","2","2","996","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","3435","2","2","1010","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"45 East Newton St, Boston, MA 02118","3505","2","2","1091","42.33758","-71.07249","Cats Allowed; Large Dogs Allowed","Life is a little easier here at Harrison / James Court, where historic charm flawlessly blends with modern comfort. We’ve completely updated this prominent brick building with exceptional finishes and abundant amenities. We think you’ll love our stylish apartments in South End Boston! -A stunning new gateway to the culture and sophistication of the South End. Discover Boston’s most sought after neighborhood in our stylish South End Boston apartments on Harrison Ave, now renting for immediate occupancy.",2,2018-11-09 14:59:40,1
"345 Harrison Ave, Boston, MA 02118","3439","Studio","1","508","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3399","Studio","1","504","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3239","Studio","1","508","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3224","Studio","1","478","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3104","Studio","1","474","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3114","Studio","1","467","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3104","Studio","1","478","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3209","Studio","1","475","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3424","Studio","1","505","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","2874","Studio","1","474","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
"345 Harrison Ave, Boston, MA 02118","3019","Studio","1","467","42.345216","-71.064448","Cats Allowed; Dogs Allowed","345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.",3,2018-11-09 14:59:50,1
